bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
ABBOT, ANTHONY, pseud. (FULTON OUR- SLER).	About the murder of the clergyman's mistress.	1	2.0	2S4p Covlcl	Books	pl3 Ap 26 '31 200w	'31 73:xiv A Bookm by Colt Cuppy detective Jl lOOw mystery Reviewed Thatcher Will	4.0	3.7012302284699996	0	2	4	abbot + ap + about the murder of the clergyman's mistress	1.820537321893776
ABBOT, ANTHONY, pseud. (FULTON OUR- SLER).	About the murder of the clergyman's mistress.	1	2.0	2S4p Covlcl	Boston Transcript	p8 Je 6 '31 180w	a ability and and but doubt drama familiar features features has has has hold interest is is It its its many no novel of of of of of plenty power—and reader sordid story such The the the the there to told well	4.0	3.7012302284699996	0	2	4	abbot + ap + about the murder of the clergyman's mistress	1.820537321893776
ABBOT, ANTHONY, pseud. (FULTON OUR- SLER).	About the murder of the clergyman's mistress.	1	2.0	2S4p Covlcl	N Y Times	p23 My 3 '31 120w	  a a Abbot Al also among and and and and as as as best Bruce Colt continues critic deftly described deserve farce first has he he his If in in is is It's logically Mr music mystery mystery narrative novelist of offered present pseudonymous Rae ranking sane solution swiftly Thatcher the the the The this thriller to told well-known will writers	4.0	3.7012302284699996	0	2	4	abbot + ap + about the murder of the clergyman's mistress	1.820537321893776
ABBOT, ANTHONY, pseud. (FULTON OUR- SLER).	About the murder of the clergyman's mistress.	1	2.0	2S4p Covlcl	Springf'd Republican	p7e Je 21 '31		4.0	3.7012302284699996	0	2	4	abbot + ap + about the murder of the clergyman's mistress	1.820537321893776
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	Booklist	28:153 D '31	adventures Andre-Louis as days following French further in known Moreau of Relates Revolution Scaramouche the the the	3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	-I Books	pl6 O 25 '31 280w	a a a a ago and as but but conceptions delights dims do does epigrammatic few He he he high-strung his his his his in is it King knew longer Maker man manner next no nobility nothing of of of one's paces passing Perhaps rashness result romantic Scaramouche Scaramouche shadow sharp stage: still struts the the the the to tongue us we what with wondering years years	3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	Boston Transcript	p2 O 24 '31 1300w	by I Lawrence Reviewed W	3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	N Y Times	p22 O 18 '31 600w		3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	Outlook	159:186 O 7 '31 lOOw	a affair all and and apt as as be better book book Brooks doesn't even excitement few following good he hero's If in interest is is is is last limp near nowhere of only pedestrian R rather read return rule Sabatlni's Scaramouche some Still than that the the the there This This this to visibly W we've while	3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	Times [London] Lit Sup	pl008 D 10 '31 150w		3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
SABATINI, RAFAEL.	Scaramouche the king- maker.	925	2.5	420p Houghton	Wis Lib Bui	27:313 D '31		3.0	3.34496610595	1	1	7	sabatini + r + scaramouche the king-maker	1.9872820951945265
LUTHER, MARK LEE, and FORD, MRS LIL- LIAN COPE (CUMMINGS) (MRS T. F. FORD).	The Corcorans.	644	2.5	366p Bobbs	Bookm 74:vii N	'31 70w	a and and and and Ann are by cab Corcorans crash down driving family Forsytes fortunes founded from Gideon grew history In in increased is Joan market Martin Matt Matthew N New of of of old position possessions pride railways rich same stock storm The the the the the the Their them through Times to traced war weathered who who who with Y York young	3.5	3.48049209139	2	4	5	luther + mla + ford, l. c. the corcorans	0.7903623322858297
LUTHER, MARK LEE, and FORD, MRS LIL- LIAN COPE (CUMMINGS) (MRS T. F. FORD).	The Corcorans.	644	2.5	366p Bobbs	Books	pl2 S 13 '31 230w	  'The a also ambitious American and at attempts authors' be bewildered by By collaboration competence Corcorans' current customary far field first full-bodied has have in in is Its itself life Luther-Ford most most mystery novel novel of of of of of offering production read results significant smooth somewhat successful surpassed the the the the the the the Their this Those who will	3.5	3.48049209139	2	4	5	luther + mla + ford, l. c. the corcorans	0.7903623322858297
LUTHER, MARK LEE, and FORD, MRS LIL- LIAN COPE (CUMMINGS) (MRS T. F. FORD).	The Corcorans.	644	2.5	366p Bobbs	Boston Transcript	p3 N 11 '31 330w	a a a and and and as at because because book but clear-cut convincing Corcorans experienced has in in is is is it It lived many moral not of one out planned reader reader remembers same same sensations Studied style the the the the the thought thrown times well written	3.5	3.48049209139	2	4	5	luther + mla + ford, l. c. the corcorans	0.7903623322858297
LUTHER, MARK LEE, and FORD, MRS LIL- LIAN COPE (CUMMINGS) (MRS T. F. FORD).	The Corcorans.	644	2.5	366p Bobbs	NY Times	p7 O 4 '31 330w	a Alicia and artificiality as authors branch but credible deserting does exception for framework have in made Martin's motive not not of of plausible quite real rest serves show single story sufficiently support The the this this through veloped well-de- whose with	3.5	3.48049209139	2	4	5	luther + mla + ford, l. c. the corcorans	0.7903623322858297
LUTHER, MARK LEE, and FORD, MRS LIL- LIAN COPE (CUMMINGS) (MRS T. F. FORD).	The Corcorans.	644	2.5	366p Bobbs	Sat R of Lit	8:399 D 19 '31 550w	a and any as atmosphere book character chronicle destiny detail for for is its its its living not of persons readable scenes solid their This vivid	3.5	3.48049209139	2	4	5	luther + mla + ford, l. c. the corcorans	0.7903623322858297
ABBOT, ANTHONY, pseud. (FULTON OUR- SLER).	About the murder of the night club lady.	1	2.0	273p Covici	Books	pl7 D 13 '31 200w	by Cuppy Mystery Reviewed story Will	4.0	3.7012302284699996	3	1	2	abbot + ap + about the murder of the night club lady	1.820537321893776
ABBOT, ANTHONY, pseud. (FULTON OUR- SLER).	About the murder of the night club lady.	1	2.0	273p Covici	N Y Times	pl9 D 27 '31 150w	  a all and and Anderson at author best can characters climax Colt crime detective device dramatic even for for forgive in ingenious introducing is is is Isaac it novels of of of of of of one opinion outworn presented reviewer round-up scene skillfully so so story that that Thatcher the the the the the The the the the the the third This this three	4.0	3.7012302284699996	3	1	2	abbot + ap + about the murder of the night club lady	1.820537321893776
JONES, CHARLES REED.	Rum row murders.	549	2.0	314p Macaulay	Bookm	73:xv Ag '31 lOOw	A as as contains exciting much Mystery story surmise tale that truth well wildly		3.40246045694	4	0	3	jones + cr + rum row murders	1.956973886066068
JONES, CHARLES REED.	Rum row murders.	549	2.0	314p Macaulay	Books pll My	31 '31 120w	Cuppy in Iow-cry-of-horror reading style the Underworld Will		3.40246045694	4	0	3	jones + cr + rum row murders	1.956973886066068
JONES, CHARLES REED.	Rum row murders.	549	2.0	314p Macaulay	N Y Times	p24 My 31 '31 180w	Bruce by Rae Reviewed		3.40246045694	4	0	3	jones + cr + rum row murders	1.956973886066068
SUCKOW, RUTH (MRS FERNER NUHN).	Children and older people.	1017	2.6	277p Knopf	Booklist	28:153 D '31	(the and and boys by fourteen girls her In in is last little loved Midwestern New of own phrase) primitives Repub reveals Rotarians Ruth short small spinsters stories Suckow the tourists towns unloved way wives	4.0	3.9146372081300003	5	6	7	suckow + r + children and older people	1.7739894926408106
SUCKOW, RUTH (MRS FERNER NUHN).	Children and older people.	1017	2.6	277p Knopf	Bookm	74:191 O '31 750w	admirable and and and and are as at be beings Catherine characters clarity close conscious country cynical escape extraordinary frailty generally has her her honest human if in into Iowa is is is Koyer least memorable Miss motives no not notice of of or people proportions seen She small small-town soil strength such Suckow sum that the the the the to to to too too unconscious untheatrical weaknesses while with	4.0	3.9146372081300003	5	6	7	suckow + r + children and older people	1.7739894926408106
SUCKOW, RUTH (MRS FERNER NUHN).	Children and older people.	1017	2.6	277p Knopf	Books	p6 Ag 16 '31 550w	  an and and and any are at Britten broad built can chinks clearly complete crazy culmination decline down each emotional enunciated extraordinary F faculty for getting H has here hers If in in inside Is is is it it its last legerdemain; little live look magic making Miss Miss no no of of of one one or people people permit plot rate see slowly small solidly; stars street structure Suckow Suckow's swift sympathy tales The the the the them There there these these through to utmost which will windows with with	4.0	3.9146372081300003	5	6	7	suckow + r + children and older people	1.7739894926408106
SUCKOW, RUTH (MRS FERNER NUHN).	Children and older people.	1017	2.6	277p Knopf	New Repub	68:108 S 9 '31 lOOw	  a a a and are as be betrayed but by chosen clarify commonplace concession details does fine-drawn for has her her her herself Imaginative into Is is it let magazines method method Miss not occasions of of or own own people poignance presentation profound regarded sensibilities; She succeeds Suckow the the the the This to tolerance treatment unworthy usually way whether which which	4.0	3.9146372081300003	5	6	7	suckow + r + children and older people	1.7739894926408106
SUCKOW, RUTH (MRS FERNER NUHN).	Children and older people.	1017	2.6	277p Knopf	N Y Times	p4 Ag 23 '31 900w	a a achieving all American American among And are are as at been books by by environment F field for from group has has has has her her her her home If in in in inherent life; limited Marsh more never nor of of of one out own own possibilities range realities recognized remained remaining reputation Ruth seen she She she single stands staying strayed subjects Suckow T tempted the the the the the they to to to to tour-de-force true true true understanding universal; universals who world writers	4.0	3.9146372081300003	5	6	7	suckow + r + children and older people	1.7739894926408106
SUCKOW, RUTH (MRS FERNER NUHN).	Children and older people.	1017	2.6	277p Knopf	Outlook	159:59 S 9 '31 50w	a and and are as become Brooks but But children em- excusable foolishness for him identify immature kinship like Miss much not older people phasizes R reader simple so stupidity Suckow sympathy that that The the the their their them them treats Unconsciously W warm with with with you yourself —as	4.0	3.9146372081300003	5	6	7	suckow + r + children and older people	1.7739894926408106
