bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
JONES, G. WAYMAN.	Alias Mr.	492	0.75	Death. 317p Jacobsen. N.Y.	summary	summary	'Mr [and] a a a a against and and and Arrayed as avenging battleship Before bullets but by calls city Club Club crew Death death Death' destruction dodged domination each ended enough escaped exterminate father forms from gets has has has have have he he himself his his in in in is lives man members men Mr Murder Murder murderous N nine of of of on on one one one other other other rescuing sensational side side sink small story sworn the the the the the the this thus Times to to we we well which who who Y yarn young	2.5	3.0093659942400004	0	2	4	jones + qw + alias mr. death	1.4914307248840746
JONES, G. WAYMAN.	Alias Mr.	492	0.75	Death. 317p Jacobsen. N.Y.	Books plO Ja	1 '33 lOOw	a all an and conclusion Cuppy hideous horrors In Masked nameless night of outstanding shrieks simplicity the villains Will	2.5	3.0093659942400004	0	2	4	jones + qw + alias mr. death	1.4914307248840746
JONES, G. WAYMAN.	Alias Mr.	492	0.75	Death. 317p Jacobsen. N.Y.	Boston Transcript	p2 Ja 25 '33 200w	a action adventures adventures all and and and and and are be by characters clever clever distinctly dozen enough excited fast-moving for for for good Ideas In in is Is Its its its kept large number of of of originality outstanding perils plans plot plot reader refreshing stories— story sustained the the the the the them There This this thrilling to turns twists unexpected way which would	2.5	3.0093659942400004	0	2	4	jones + qw + alias mr. death	1.4914307248840746
JONES, G. WAYMAN.	Alias Mr.	492	0.75	Death. 317p Jacobsen. N.Y.	NY Times	p!5 D 18 '32 150w	a a a a Anderson as As been consideration critical displayed does episodes for foundation Had have in Ingenuity Isaac it it little merit might more movie not not novel of please public serious served story that the the the thriller too various would	2.5	3.0093659942400004	0	2	4	jones + qw + alias mr. death	1.4914307248840746
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	summary	summary	A a a a a a advances affair and and based became book book broke but corner could doctor doctor Doctor engagement finished first first for girl girl had her her her her her home hopeless in infatuation Involved Irish little love love meeting middle-aged never new not novel of of overcome plot probably proved psychological refused remote retreated returned self-centered she she she shortly so that the the the the the to to to upon very Wales was When When with with Wooden write young	3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	Books	p9 Ag 13 '33 SOOw	'The A and and and and are be been been by complex compression Conrad describe determine development difficult Doctor' elements emotional emotional Evans Evans externals found George girl's given has has has her her imagination impulses In In In In In is Is Its its Its Margiad Miss narrative nature novel of only pattern portray power precise rather remarkable resitted screen selective shape sifted so story swift tell than that The the the the theme this those through thus to to to to unusual vitality which which Wooden	3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	Boston Transcript	p2 S 13 '33 150w		3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	Nation	137:219 Ag 23 '33 550w	a adjective Alter are bold Brody but by by contribution declarative Evans's far forth- have her Is is It It Its Katherine mannerism Mansfield's may metaphor Miss more most nicety not nuances of of of or original prose prose right stabbing story strokes subtle telling the the unencumbered untrammeled vehicle	3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	New Repub	76:83 Ag 30 '33 120w	'The a an as as based beautiful book determine Doctor' Evans' for for from gift her impossible insecurely instinct is is is It Miss or peculiarly personal self-revelation soundly talent to uncomfortable—but upon upon well whether Wooden writing	3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	New Statesman &. Nation	5:479 Ap 15 '33 180w	an and apples astringent bitter clumsiness comes crab disapprove doctor eating extreme from harsh Its leave like may of of on palate Peter prose Quennell reader's sincerity Some style tang taste that The the the the the Wooden	3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
EVANS, MARGIAD.	Wooden doctor.	295	2.0	220p Houghton [7s 6d Blackwell] [33-12114]	N Y Times	p7 Ag 13 '33 450w	accentuate an and and and are as beauty book but characters composition depicting Evans's experiences flexibility heroine honesty impression in in is its Katherine lacking lightness makes Mansfield's Margiad of of of props reminiscent scenes shadowy somewhat soul-searching stark still style The the the The through to tragic used	3.8	3.6465810846199997	1	5	11	evans + m + wooden doctor	1.8940860212700599
