bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
WRIGHT, PRISCILLA HOVEY.	So we'll live.	1076	2.5	390p Houghton	summary	summary	1910 a a at Aunt by changes character chief close during eleven England eyes families family farnham fortunes from girl in is its Janey Janey little marriage middle New of of opens poised related see self-sacrificing story story The the the The the the the thin thirties thru to twenty-five two unattractive varying we when whose years	4.0	3.7788548241699997	0	3	6	wright + ph + so we'll live	1.8940860212700599
WRIGHT, PRISCILLA HOVEY.	So we'll live.	1076	2.5	390p Houghton	Books	p!4 N 7 '37 340w	'So a an and and and and anything been but charm distinct dull easily England freshness girl Grant growing has have IB in in in intelligent is Is its Live' might Mrs nevertheless New nothing O'Harrah of pleasant sensitive sincere: story subtle tale the theme there told treatment unusual up We'll what while wholesome with Wright	4.0	3.7788548241699997	0	3	6	wright + ph + so we'll live	1.8940860212700599
WRIGHT, PRISCILLA HOVEY.	So we'll live.	1076	2.5	390p Houghton	Boston Transcript pi D IS	'37 600w	'So a abilities are characters come definitely E first Harris holds is Live' novel of of of personalities portraits promise ripened sensitive Several subordinate that the to unusual W We'll	4.0	3.7788548241699997	0	3	6	wright + ph + so we'll live	1.8940860212700599
WRIGHT, PRISCILLA HOVEY.	So we'll live.	1076	2.5	390p Houghton	Christian Science Monitor pll D	15 '37 500w	a altogether and and any As as avoidance clashing convincing expert first for gay gears in is Is is it It its its K mechanism novel of of of quality R read refreshing something story sympathetic the the to unusual W	4.0	3.7788548241699997	0	3	6	wright + ph + so we'll live	1.8940860212700599
WRIGHT, PRISCILLA HOVEY.	So we'll live.	1076	2.5	390p Houghton	N Y Times	p27 N 7 '37 550w	by Churchill Creighton Reviewed	4.0	3.7788548241699997	0	3	6	wright + ph + so we'll live	1.8940860212700599
WRIGHT, PRISCILLA HOVEY.	So we'll live.	1076	2.5	390p Houghton	Springf'd Republican	p7e N 7 '37 440w		4.0	3.7788548241699997	0	3	6	wright + ph + so we'll live	1.8940860212700599
HARRIS, LEON F., and BEALS, FRANK LEE.	Look away, Dixieland.	451	2.5	257p Speller	summary	summary	'Look a a a adjust and are Away Books brink burden but changed comes conditions cotton daughter dead Dixieland,' drama era fields find finds focused former grows He hero himself his his his his home In in In in industrial interested is longer meet Mississippi mockery new no of of of on on over peace plantation plight Reconstruction reflected returned ruin sad slaves soldier take the the the The the the the the times to to to to unable up who wife with working world		3.55770964833	1	0	3	harris + lfa + beals, f. l. look away. dixieland	0.9019266116344916
HARRIS, LEON F., and BEALS, FRANK LEE.	Look away, Dixieland.	451	2.5	257p Speller	Books	p22 O 10 '37 90w	Bell earnest inspired is Lisle more sincerity story than the with Written		3.55770964833	1	0	3	harris + lfa + beals, f. l. look away. dixieland	0.9019266116344916
HARRIS, LEON F., and BEALS, FRANK LEE.	Look away, Dixieland.	451	2.5	257p Speller		-1 NY Times p30 N 28 '37 260w	    'Look a A an and And are are authenticity Away backgrounds book but but color Dixieland' drawn during good history in in in interesting is is is is It it lie local Mississippi much Negroes not novel of of of people problems Reconstruction stilted study T Technically that the the the The the the their this too virtues well white		3.55770964833	1	0	3	harris + lfa + beals, f. l. look away. dixieland	0.9019266116344916
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	summary	summary	\vu a a a all American an and and and and at at be be behind biological by by certain comes comes Communist completely complexities contradictions country Cyclops dilemmas discoveries enmity enough escapes existing he He him his his In Inexplicable Ivan Ivan Ked-baiters kind know Krassnaumov land last leaving Lit marine native need of of of of of of of of of of of only others our phenomenon plenty police product pursuing quite R raised relief remains reminded russia Sat scarcity scientist sex side side Some station suspicions taboos the the the the the the the the the this tlie to to to to to to too Ulysses unaware upon upon upon we well; with wonder work young	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Booklist	34:10 S 1 '37	  'fascinating' A a adjective all book deep do fascinating have in- Indeed most No not other people really than To to who will	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Books pS Ag	22 '37 900w	a a a a Alfred amiable an and and and and and between bitterness book both Browne Browne's Browne's but characters colloquy definite depth derives Despite easy edy exudes fond foreign from give has Hashes heat his his illumination in intensity is is is is it It it its Junction Kazin laughter light little manners modest Most mouthed move Mr Mr Mr much not not novel of of of of of open- or originality partisan personal quickly really satiric satisfactory sides societies staged story superficially take that that that the the the the through to too too tragi-com- two umpire value with write	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Boston Transcript pi S	4 '37 650w	a a a Ambrose amusing an and and and and and and Apart author book book book both California enjoyed entertaining extended F for from fun good got ground has has he He He himself his his his historian immensely in in interesting is is is its knows lives lot made Monica of of of out people philosopher produced propaganda qualified Russia S Santa sides so Soviet suggestion system the The things this to to two visits write writing	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Cleveland Open Shelf	p!9 S '37		3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Nation	145:202 Ag 21 '37 ISOw	  a a a A.; adventure Alice among an and and and are as author be been best Browne's but by by certain cleverness colloquies conscience David death effects enjoyed especially extravaganza; facile for Greenhood has have here here hero image in in In insight irony is it its Lewis lingeringly lionairess—a long mil- more much of or originality over-weaves part S satire satire scarcely seems seems sex situation Soviet spoiling surface than the The the the the The the the the the the there this time—a to touches tragic U usual We weakens which which wistful with with yarn	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	N Y Times	p!7 Ag 22 '37 lOOOw	  a a a a Americans amusing an and and and and any are as attractive balance book both bound Browne Browne but child dawn deadly engaging enjoy enlightenment F fresh fun Galahad gay had has him his his his human humor I in in isn't It it It's keen Lewis like lot made Marsh might naivet4 narrative need new new not novel of of of one one profound Russians seriousness should Siberian simplicity so so so so suggestive suppose suspects T take that that that this to with with you	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Sat R of Lit	16:7 Ag 21 '37 360w	  138 a a about all and and and and are are balance best book burlesque But characters close dangerously dowager down enough fine for from genuinely good good humor Is is is Its knocking L lively made more N observation of of of of One or pervading plainly pseudo-scientist reading Rothman satire sense sharp situations Some some straw stretched tale than that the the the the the there things this through to to way wit	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
BROWNE, LEWIS.	Oh, say, can you see!	137	2.5	26Sp Macmillan	Springrd Republican	p7e Ag 29 '37 4SOw	a American an and at back Browne but by dialect dispute disturbingly echo echo; escapes flat floating from has he he hear him his is It it Ivan's laugh laughter levels Lewis may mountain of on on pleasant political put reader reading Russian's the the top touched where will	3.4	3.47009317704	2	5	9	browne + l + oh. say, can you see	1.9539243639404265
LYND, LESLIE.	Orange blossoms.	626	2.0	256p Phoenix 37-11437	Books pll Ja	10 '37 9Uw	  'Orange a accept aid an an and and because because Bell bigoted Blossoms' Bob Boston by calamity—the demic—forced doctor doubt dubiousness epi- face has He him himself his his inexperience influenza Lisle met of of of of of of opposition outbreak Paine people proved Reviewed The the the their them to to toward town Transcript trust unexpected worldly worthy young youth	4.0	3.7788548241699997	3	1	2	lynd + l + orange blossoms	1.956973886066068
LYND, LESLIE.	Orange blossoms.	626	2.0	256p Phoenix 37-11437	Boston Transcript	p4 Ja 30 '37 lOOw	a a a and between contains decide doctor's get loves of portrayal practice story struggle The to two vivid young	4.0	3.7788548241699997	3	1	2	lynd + l + orange blossoms	1.956973886066068
SILONE, IGNAZIO.	Bread and wine; tr.	898	2.5	from the Italian by Gwenda David and Eric Mos- tacher. 319p Harper [corr pub] [7s 6d	Am R	9:306 summer '37 850w	1936 37.437g Annual by Coon descriptive For for Horace Methuen] note Reviewed see	4.0	3.66828223625	4	3	12	silone + i + bread and wine	1.9257075672174309
SILONE, IGNAZIO.	Bread and wine; tr.	898	2.5	from the Italian by Gwenda David and Eric Mos- tacher. 319p Harper [corr pub] [7s 6d	Booklist	33:276 My '37		4.0	3.66828223625	4	3	12	silone + i + bread and wine	1.9257075672174309
