bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	summary	summary	a a a an an and and and Anna Anna armored as by crook double-crossing emerged ex-pugilist forced from good guard hard He hold-ups in Johnny Johnny love melfie of of of on position Realistic story the Thompson times to truck was wife with with work	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	Books	p8 Ja 6 '35 160w	action and authentic Bell crook Don double-crossing exciting exposes fast Is Lisle maneuvers novel of psychology realistic rivals sly style the the The the the Tracy's	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	New Statesman & Nation	10:18 Jl 6 '35 120w	a a all Always American and and any are at bad begin but But can't Connolly crime Criss Cross Cyril fake fake fake fascinating genuine grammar has if intensity is Is It It it mass nevertheless of one Only others page possible— Postman read read Rings sentimentality simplicity slang stop story—aesthetically than that The the the till to Twice were worse you you've	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	N Y Times	p!7 Ja 6 '35 310w	$10,000 998 a a a action and and and Beckwith berth book C colloquial con- congenial corporation E elstency executive fancies fare fiction fnal'y for However If importance In In intelligence into Johnny's Johnny's li.nitcd little of of one positions prove replete rise seemed settling should squalid steep style sudden tense terse the the the to told too tough trucking very with with year youth	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	Sat R of Lit	11:436 Ja 19 '35 30w	Good tlmeklller	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	Spec	155:72 Jl 12 '35 150w	a a additional all and and and any arrangement as as as birds book can cinema complimentary Criss-cross curious dim exciting gangster go have hope how I if in In In Is is It Joy knows life more Mr Mr not O'Faolain of of one one or quick Sean sea—an slick some summer that the the the this to to to to Tracy Tracy's un- unwilling vision way weather with write	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
TRACY, DON.	Criss-cross.	996	2.0	247p Vanguard	Times [London] Lit Sup	p462 Jl 18 '35 450w	'sob attack but defend employed his human in Irony Is is is it Mr nature no not story; stuff' There there to to Tracy's tragedy:	4.0	3.7903747384400006	0	4	7	tracy + d + criss-cross	1.83006993091745
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	summary	summary	a a about about ago and at beginning child Cropkhorn eight first generation girl goat In is is is life little Norway of of old second Sidsel Solve stories story tale The the The the the Two who years	4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	• Atlantic Bookshelf	156:12 O '35 170w	a A addition Although American book C children does for format is measure Moore not notable of or pictures quality storybooks text the the the to to true up	4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	Booklist	32:20 S '35		4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	Books pS Ja	19 '36 600w	  a a a a a acquaintance and appearance atmosphere beautiful Becker began book book: boy but child's close close depth do earlier feeling; folk-quality following for for friend go has has having her her I I in in is is know L lasting left less like Long- M made me My not of of of of of only only own passing reason same same saw sensation set Sidsel skirt some sons story story stronger sun The the the The the the the the the the this to together trap two very wanted well when who with with with	4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	Boston Transcript	p3 S 25 '35 130w		4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	Horn Bk M	11:347 N '35 50w		4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	Library J	60:857 N 1 '35 270w	a a an and and and are as beautiful Bianco but but by by C color D'Aulaires Dagny dress E entertaining equally Here illustrations in in is is is it known life life Lisbeth Longfrock Longskirt Margery Mortenson name new new not of of of pastoral peasant portrayed same Scott second show Sidsel so Solve some story Suntrap sympathy tale the The the the The translated under understanding well well which with with	4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
AANRUD. HANS.	Sidsel Longskirt and Solve Suntrap; two children of Norway; tr.	1	2.0	by Dagny Mortenson and Margery W. Bianco; il. by Ingri and Edgar Parln d'Aulalre. 2bks in 1 257p Winston	N Y Times pll Ag	25 '35 460w	A actual and and and are atmosphere bits capture changing charm convincing described Eaton exaggeration hold imagination interest Is kindly life life like naturalness no norwegian nothing nothing of of of on out out-of-door overdrawn paper proportion put seasons seem stories T the the the the their their There These They through touch which with	4.0	3.7554371948500003	1	4	8	Hathi: aanrud hans + sidsel longskirt and solve suntrap : two children of norway	1.3
LAMBERT, REITA (MRS A. F. NEVIN).	Lines to a lady.	568	2.0	305p Doubleday	summary	summary	a actress; after all and and aristocratic Avenue bookshop bored Broadway came Carolyn complicated concerned Deane Deane's depression different everything family famous fortune he her his his Hovey in Is know lost make marriage New of Park plays ran relationships Ren6e rich story the The them There three three to to to very Virginia who with with with women: wont writing York	4.0	3.7065246338199995	2	2	5	lambert + r + lines to a lady	1.653305524435127
LAMBERT, REITA (MRS A. F. NEVIN).	Lines to a lady.	568	2.0	305p Doubleday	Books	p!4 Ja 27 '35 150w	Bell easy first Is Lambert's Lisle Miss novel take to very	4.0	3.7065246338199995	2	2	5	lambert + r + lines to a lady	1.653305524435127
LAMBERT, REITA (MRS A. F. NEVIN).	Lines to a lady.	568	2.0	305p Doubleday	Boston Transcript	p4 F 2 '35 360w		4.0	3.7065246338199995	2	2	5	lambert + r + lines to a lady	1.653305524435127
LAMBERT, REITA (MRS A. F. NEVIN).	Lines to a lady.	568	2.0	305p Doubleday	N Y Times	p!8 F 10 '35 300w	  'light' author blithely called category characters fiction for her If in of over-populated qualifies rating skimming story superficially surfaces that The the The vivaciously writes	4.0	3.7065246338199995	2	2	5	lambert + r + lines to a lady	1.653305524435127
LAMBERT, REITA (MRS A. F. NEVIN).	Lines to a lady.	568	2.0	305p Doubleday	Times [London] Lit Sup	p538 Ag 29 '35 120w		4.0	3.7065246338199995	2	2	5	lambert + r + lines to a lady	1.653305524435127
TRAIN, ARTHUR CHENEY.	Jacob's ladder.	997	2.5	Slip Scribner	summary	summary	// A a and crash experiences family gates his life millionaire New of on patent-medicine relates satire society the the they to try when which York	2.33333333333	2.92210386152	3	3	6	Hathi: train arthur cheney + jacob's ladder	1.17
TRAIN, ARTHUR CHENEY.	Jacob's ladder.	997	2.5	Slip Scribner	Book* pig Mr	3 '35 250w	'This a a admission: and as Bell book discover—on exhibits final follow gasp have his If Is is is.1 it It its knowledge knowledge last life long Mr narrow of of page—the patience slang story superficial the the to to too Train Usle wide will you you	2.33333333333	2.92210386152	3	3	6	Hathi: train arthur cheney + jacob's ladder	1.17
TRAIN, ARTHUR CHENEY.	Jacob's ladder.	997	2.5	Slip Scribner	; Boston Transcript	p4 Ap 13 '35 900w	 'Prisoner a all at Bar,' Bates Bayley' be by classes delightful different enjoy Ephraim for genius Gertrude him him his his his is Jacob keen-witted kindly kindly know know know lawyer lovable many more Mr not not novels of Of of of old others perhaps readers really Some still story the the the there these this through through Train Tutt us versatile who will will	2.33333333333	2.92210386152	3	3	6	Hathi: train arthur cheney + jacob's ladder	1.17
TRAIN, ARTHUR CHENEY.	Jacob's ladder.	997	2.5	Slip Scribner	NY Times	p7 Mr 3 '35 430w	  'Jacob's A a a and B be but cleverly farcical H handles his It knows Ladder' material monotonous Mr rowdy satire slick tells tends to Train trifle W yarn;	2.33333333333	2.92210386152	3	3	6	Hathi: train arthur cheney + jacob's ladder	1.17
