bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	Books	p9 Ag 18 '40 180w	a and and anything at burlesque comedy Cuppy Detective else High-pressure may moment need puzzle story the wangled well Will with you	4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	Boston Transcript	p2 Ag 24 '40 90w	by Marian Reviewed Wiggin	4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	New Repub	103:254 Ag 19 '40 30w	bawdiness be but college fans for giving merry moments Mr mystery Not old Paul seems serious Some the to try	4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	N Y Times	pl7 Ag 18 '40 240w	    'So according After all and Anderson approached before book book by by canons Club depends Detection detective down earnest entertainment fiction form fundamental good house in is is is Is Isaac It It It Judge laid largely London many mood Mr not not object of of of of of of offers or ordinary Paul probably question reply rules sort standards story students that that that the the the the the the the the the thing this this those to to To to try upon useless violates what?' whether which who would	4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	New Yorker	16:68 Ag 24 '40 30w		4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	Sat R of Lit	22:18 Ag 24 '40 50w	and and care concoction control—if gets it madness merriment murder notice of of out pretty Sizzling slightly this time to which Wild wonderful you	4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
PAUL, ELLIOT HAROLD (BRETT RUT- LEDGE, pseud).	Mayhem In B-flat.	711	2.0	305p Random house „ (W) 40-30405	Time	36:84 S 9 '40 70w		4.0	3.74040619067	0	1	7	paul + eh + mayhem in b-flat	1.679331033797168
LATIMER, JONATHAN.	Dark memory.	534	2.0	339p Doubleday v	summary	summary	a a and beautiful Belgian expedition happened he I in Joined Kongo men of of party scientific several Story the the to what when woman younger	4.0	3.79809370385	1	2	6	latimer + j + dark memory	1.83006993091745
LATIMER, JONATHAN.	Dark memory.	534	2.0	339p Doubleday v	Books	pl7 Ap 14 '40 420w	A a and Bell dragging fiction full-bodied heady Latimer Lisle makes Mr of of piece prose tangled the through tropical tropics underbrush vivid without you	4.0	3.79809370385	1	2	6	latimer + j + dark memory	1.83006993091745
LATIMER, JONATHAN.	Dark memory.	534	2.0	339p Doubleday v	N Y Times	pl8 Ap 21 '40 270w	536 a able amusing and and are as author be blood-and-thunder C characters D drunk especially fault His If is is Is It Just know like little make matter-of-fact melodrama might more most much not of people real sound sounds stock talk the the the their they things this to when who you	4.0	3.79809370385	1	2	6	latimer + j + dark memory	1.83006993091745
LATIMER, JONATHAN.	Dark memory.	534	2.0	339p Doubleday v	New Yorker	16:94 Ap 20 '40 60w		4.0	3.79809370385	1	2	6	latimer + j + dark memory	1.83006993091745
LATIMER, JONATHAN.	Dark memory.	534	2.0	339p Doubleday v	Sat R of Lit	22:18 Jl 27 '40 450w	'Dark according and and and beautiful characters convincing; descriptions glamorous; hero heroine If interesting leave like linton locale lusty; manly; memories Memory' pleasant plotless subsidiary then to tradition; villain vivid Wells will you your your your your your your	4.0	3.79809370385	1	2	6	latimer + j + dark memory	1.83006993091745
LATIMER, JONATHAN.	Dark memory.	534	2.0	339p Doubleday v	Times [London] Lit Sup	p409 Ag 24 •40 220w		4.0	3.79809370385	1	2	6	latimer + j + dark memory	1.83006993091745
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	summary	summary	a a about all ancestral and and anything big but change crushed Darrow day depression determined do dreamer efforts flnd hampshire he his his home hurricane in in inhabitants it Mark Mark New of predicted returned sculptor suspicion that the the the the the the throes to to to to too until viewed village were when with	2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	Books	p!4 O 13 '40 440w	a a accordingly also an and and and appears are author become but by characters characters Chase confused Democrat epic excellent form freely has he Henry His incident Instinct interestingly Is is is it Its J Janice little lone major Mark mechanical; minor most most novel of of of own.' poet pretty story story-teller's The the The the to W who writes	2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	Boston Transcript pi O	5 '40 lOOOw	by Carroll G H Reviewed	2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	Christian Science Monitor	p!2 N 9 '40 550w	1938 a Abbe all allegory and and and are are arresting brilliant but but description especially himself his His his humorous hurricane in Is is is lucid more Mr not novel of poet primarily purpose readers shapely sum than the the the theme total writing	2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	h Library J	65:708 S 1 '40 lOOw	'near A A a and and appeal are attempts be being but by doses flat good handled have helped his humor In in In Inspi- is Is It It Kinloch large like little lot Lucy magic' may methods more rational romance saccharine spoilt story style succeeds the the The theme those to to unconvincing way which who wooden would	2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	N Y Time*	p24 S 29 '40 360w	       'Dreamer's a a a Abbe's ago air all an and and been believe but but C Clay,' conviction could couple D deep difficult down England estimate even every face fiction for genuine George has he he here hurricane In in is is It It It It it It knows lived materialistic moderately more much never new New novel of of of one reviewer seemed seems set straight than that the The through to too unlikely unreal unreality used was whimsical who with writes years	2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
ABBE, GEORGE.	Dreamer's clay.	1941	2.5	Holt	Sat R of Lit	23:20 Ja 25 '41 240w		2.5	3.35510039699	2	2	7	abbe + g + dreamer's clay	1.9257075672174309
STREET, CECIL JOHN CHARLES (JOHN RHODE, pseud),	Line-up; introd.	891	2.5	by A. A. Milne. 37Sp Dodd	Booklist	37:92 N 1 '40	A A A Agatha and and as: Bentley by C Carr Carter Christie Cole Collection Connington D D detective Dickson Dorothy E English Freeman H Hugh J J J M Milne of others Q R Sayers short stories such Walpole writers	4.0	3.8485702778900004	3	3	6	Hathi: street cecil j c cecil john charles + line-up; a collection of crime stories by famous mystery writers	0.92
