bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	summary	summary	27-196)1 Colet Colet Colet Gallions Gallions He His Indian Jim London Malay Malaya Ocean Odyssey Perriam Perriam's Reach Reach The The The a a a a a a adventure and and and author's back blow boards by cataclysmic chief clerk comes concern dead episodic experience exploration falls final firm for from ghost go head heart hero his in in into is is is is is journey jungle lay leaving liner man new of of of of of of of office out picked reaches resolved section ship ship shipping spiritual story strikes that the the the the the the the the the the to to to tropics up wanders waterfront who wrecked	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Atlantic's Bookshelf N	'27 500w	B Button G: If a achievement and and are attained completely elements exceeds existence fused human if interesting is is less luminosity many more none not not novel of over promise quite securely significant slides story surfaces than that the the the various •the	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Booklist	24:69 N '27		14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Books (N Y Herald Tribune) pi S	4 '27 3700w	Rebecca Reviewed West by	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Boston Transcript	p3 O 1 '27 1500	Colet Interest James L Mr Not Odyssey Oriental Rather Rich S Somewhat There a a a a a along along and and and apposite arabesques; attractive banks booklets carry carving characters chiefly comparatively comprehensive deeds deep detail dozen enough enough fine finely flavor for has heavy his his his hold in in in is is is is is it its kind maze motif moving newly of of of of of of of olden or overflowing overlain philosophy phrase primitive prose psychology rendered scenery; screens seen simple slowly so sophisticate straight-forwardness stream study style that that the the the the their thought to to told tomlinson too too tributary turgid; which with with with without wrought	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Cleveland Open Shelf	p!23 N '27		14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Dial	83:523 D '27 130w	'English A All Colet Conrad.' Gallions James Reach The a affords agree and and anything approaches as as author author be but can closely cover described descriptive devoted doings eighty-three expects expressly exteriors for forth from furnished happen his however hundrecf in is is is munificence narrative nonentity of on one pages possible presence reader remarkable remarkably scarcely slip- striking striking suggestion tale tale that the the the the the these things this this thoughts to to to two which whom with with would	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Living Age	333:936 N 15 '27 780w		14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	|- Nation	125:516 N 9 '27 600w	A As Colet Colet's Daniel Hawthorne Idea Is Is Is Is Is Mr Nor Three Tomlinson a a a a and and any any any behind book but can character circumstances complete descriptions—only do exception feel first four given has have he here hiding incidents is it its likely might more name no no novel of of of one or paragraph phrase possibly reader really really revealing rule sentence set story suggest suggests that that that the the the the there there there this to to to under weaknesses what which writing	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Nation and Ath	41:812 S 24 '27 400w		14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	New Repub	52:131 S 21 '27 ISOw		14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	New Statesman	29:713 S 17 '27 1150w	Connolly Cyril Reviewed by	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	N Y Evening Post	p8 S 10 '27 1150w	Boyd Reviewed T: by	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]		1S° + — NY Times p2 S 11 '27 1200w	'Emperor 'Gallions 'Gallions 'Lord Hutch- Is Is It Jim' Jones.' Percy Reach' Reach' There a are arid as as aware becomes book close fact in is is man's many much much not of of of or reader say soul stretches study superb; that that the the the the the there until which	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	N Y World	p7m S 4 '27 760w	He McFee W: a a and and and art balanced beautifully beyond calm criticism distinguished flawless given has mature more of of once piece statuary than us work	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	N Y World	p8m S 25 '27 HOOw	Harry Reviewed Salpeter by	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	No Am 224:adv N	'27 lOOw	Brickell Herschel Reviewed by	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	-| Outlook	147:284 N 2 '27 850w	Bab- British Colet In Mr Mr Perriam The The Tomlinson a a a about an been bit bitt business by compulsion driven dubious force gained gritty had have himself his his if incident inner is murder narrative of otherwise own search seems sound story the to would	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	R of Rs 76:adv23 N	'27 lOOw		14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Sat R	144:341 S 10 '27 700w	Hartley L P Reviewed by	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
TOMLINSON. H. M.	GalMons Reach.	746	2.5	283p II Harper [7s 6d Heinemann]	Sat R of Lit	4:83 S 3 '27 940w	'place 74S Booth C Canby Conrad E East Gather H: He If In Is It It Jaunted London Ma- Montague S Tarkington Tomlinson Willa a a a a a a adventures all an an an and and any are art as as beautiful beauty belongs best bold book brooding but certainly characters content description desire dissatisfaction done end epito- etching; every every final forest given has has have he he hero his his imagery in in in in in ing is is is is is is is it laysia like lines llsh magic magic meaning mized more narrative narrative needed needs never night' no nor nor not not not not now of of of of of of of on one only or part phras- phrases place power power practising prose reader resting revelation save scenes—the seen self-conscious; sentence sheer shipwreck single so solution soul spirit stopping such superior sure suspense than that that the the the the the the the the the the the there thrilling to uneven upon we we what when where where with with with with with word: would writers £,ng-	14290	3.4262996941900004	0	8	24	tomlinson + hm + gallions reach	1.5535303263894025
