bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	summary	summary	"798 English English In Ingredients: Paris Paris Polish The The The a a a a a acquaintances adventurer always always an an and and and are arouse at attitudes background become can can casual cold colony couple cowardice crush desires diabolic disadvantage disgusting: episode except exposed finally for for for foreign girl girl guest harsh has helplessness her her her her her hia his home hostility husband imprisoned in in in ingenuity into is its its keeps leaves lust makes man married mechanical observation of of of of of of of passion peculiarly penniless pitiless pleasures precision—the relief.""—Bookm round setting she she social stranger tedious the the the the the the the the the the the theft three throws to to under until utter victim where which who who who wife wife with with"	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	Bookm	69:193 Ap '29 150w	Lovett M Manner Quartet R The We a a adapted almost and another betrayal bitterness concentrated draft far fear find further futility go have in ironic is is is its literal lust matter monotone narration novel of of out perfectly powerfully reenforcement shall so tense to to to weakness wrought	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	Books (N Y Herald Tribune)	p7 F 10 •29 860w	Gor- Her Herbert Is Khys's Miss She There a about always and and and because bring calculated characterizations characters clearly doubt essential her higher intimacy is is knows man mere no note of of of of of out painful peculiar plane power prose prototypes purposeful raised reality situation staccato story suggests surprising telling than that that that the the the the theme these this to to verisimilitude with	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	Boston Transcript	p2 Mr 20 '29 HOw Nation and Ath 44:26 O 6 '28 200w		3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	New Repub	58:258 Ap 17 '29 300w	Matthews Reviewed S T by	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	N Y Evening Post	p9m F 2 '29 80w	'Quartet' F F: Is It There Van Water an and bleak book de depressing grain humor impressively is lightness no of or power single stripped to	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	N Y Times	p8 F 10 '29 730w	If In Is Miss Not Rhys The a accredited achievement and and artist be be belongs but certitude complex considered deal dialogue difficulty directness does does effect elaboration especially exploring fine for high in intensity intimate judging merit most most must new novel of of of of of of only personalities prose psychology recesses sharpness she she shuns so style subject the the the the the the the their to to tradition which with with with	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	NY World pllm F	10 '29 280w	But Interesting It Jolly Maryan Maryan This a a a a also and and any as attention author's be; between body book book book bring can can caught compassion deserves do far far first from from gets great her her is is is is it it it its like match millstones of of once own problem readers really serious should soul stride the the the the the thing to to unanswerable was what which who with woman	3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	Sat R of Lit	5:936 Ap 20 '29 230w		3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	Springf'd Republican	p7e Mr 24 '29 70w		3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
RHYS, JEAN.	Quartet (Eng title Postures).	796	2.5	228p Simon & Schuster	Times [London] Lit Sup	p706 O 4 '28 300w		3210	3.52007943513	0	4	11	rhys + j + quartet	1.70027334142939
KRASNOV, PETR NIKOLAEVICH.	White Coat; tr.	527	0.0	from the Russian by Olga Vitali; ed. with an introd. by Henry Irving Brock. •1 ii'i' ;'::..)!' Duffleld 29-21546	summary	summary	Christianity Coat Communist Immorality In It Russia Russian Russian Satan's The White a a a against and are as black corruption counter-revolution country days deliverers etc features free from happier hence is is it language leadership masses modern novel of of of of of of on original pictured regime—a reinstate restore return series soviet story system; task the the the the the the the the the third to to under vision youth	1660	2.9443481276	1	2	4	krasnov + pn + white coat	1.7977834328896962
KRASNOV, PETR NIKOLAEVICH.	White Coat; tr.	527	0.0	from the Russian by Olga Vitali; ed. with an introd. by Henry Irving Brock. •1 ii'i' ;'::..)!' Duffleld 29-21546	Books (N Y Herald Tribune)	p26 N 24 '29 600w	As Brewster Dorothy General Is It Its Krassnoff Russia a a and art as at casement demonstration fiction has his is looking magic novel of of perfect pleasant purely romantic the theory thrills; through wish-fulfillment	1660	2.9443481276	1	2	4	krasnov + pn + white coat	1.7977834328896962
KRASNOV, PETR NIKOLAEVICH.	White Coat; tr.	527	0.0	from the Russian by Olga Vitali; ed. with an introd. by Henry Irving Brock. •1 ii'i' ;'::..)!' Duffleld 29-21546	Boston Transcript	p6 O 26 '29 600w	   America D Europe F General Had Important In In In Internationale Is Is Krassnoff O The The Third a a accorded and array attention authentic be both dealing dramatic facts facts failure far futures he his in is material more most neither nor novel novel of of presumably probably proving serious small that the the volume well without would written written	1660	2.9443481276	1	2	4	krasnov + pn + white coat	1.7977834328896962
KRASNOV, PETR NIKOLAEVICH.	White Coat; tr.	527	0.0	from the Russian by Olga Vitali; ed. with an introd. by Henry Irving Brock. •1 ii'i' ;'::..)!' Duffleld 29-21546	f- N Y Time*	p7 N 24 '29 450w	'From 'The And Coat.' Double Eagle Flag' General It Krassnoff Red They While White Yet a a adventure adventure amusement an and and are are be cannot certainly denied does enjoy expect first following from his in in is it lower many more more narrator not novels obviously of of one purely quality sensational skillful stories storyteller talented than that the the thrill to two-thirds undeniably valuable was ways who will work works •'	1660	2.9443481276	1	2	4	krasnov + pn + white coat	1.7977834328896962
BLACKBURN, BARBARA (MRS CLAUDE LEADER).	Sober feast.	89	2.5	266p Little [7s	Bookm	70:322 N '29 80w	Anne Catherine Hollo's Howes Londoners: Richard Rollo The about an and and and another bookshop; business centers emotional experiences four friend grave his in intel- intellectual; intelligent lectuals' make money of partner quickly; silent sister story the to wants who who works young	2800	3.2943481275999997	2	5	10	blackburn + b + sober feast	1.5460935623268113
BLACKBURN, BARBARA (MRS CLAUDE LEADER).	Sober feast.	89	2.5	266p Little [7s	Books (N Y Herald Tribune) pis S	8 '29 400w	'Sober Blackburn's Feast' Miss One There ability and be book but dialogue direction distinction enjoyment expected features for had in in in individuality is is is its likely much of of of one outstanding proclaims reading real search the the this this to to touches undoubted vain which	2800	3.2943481275999997	2	5	10	blackburn + b + sober feast	1.5460935623268113
BLACKBURN, BARBARA (MRS CLAUDE LEADER).	Sober feast.	89	2.5	266p Little [7s	Boston Transcript	p2 S 18 '29 220w		2800	3.2943481275999997	2	5	10	blackburn + b + sober feast	1.5460935623268113
BLACKBURN, BARBARA (MRS CLAUDE LEADER).	Sober feast.	89	2.5	266p Little [7s	Nation and Ath	44:854 Mr 16 '29 180w	'the Blackburn In Is Miss She The The a actually amusing and and and are are as balanced bought but cars dialogue discovers extremely fascinating generations in intelligent is is latest life men moods more most much newest novel of offices partly road,' scenes sensitive sold study talk than that the the the the the though to usual were where while worth young	2800	3.2943481275999997	2	5	10	blackburn + b + sober feast	1.5460935623268113
BLACKBURN, BARBARA (MRS CLAUDE LEADER).	Sober feast.	89	2.5	266p Little [7s	N Y Evening Post	p6m S 7 '29 170w	91 F: If Is It It It P Purpose Symmetry Van Water a a a a about absent actuality album art as attempt be clothe de depicting distress extremely find form funny futility garments however in in in is is is is is is keen life missing must novel of of of of of of other others out own passages pleasant portraying rambling reflection shot slightly snap- than the the the the the their theories thoughts to to trying uncomfortable vapid volume what who work youngsters youth	2800	3.2943481275999997	2	5	10	blackburn + b + sober feast	1.5460935623268113
