bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	wordcount	avgsentiment	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	summary	summary	3 50 Beatrice Beatrice Billy Carey Crawford For In Is Issue It Mary Neglected The The The This a a a acres affairs and and and and and and and and and as at became between book brambles bringing brother came children claimed climbed common community death delightful didn't difference divided dividing each earnestness elders extend families family farms father's first for for for ground grown-up had had however in into it it lasted lay little many many meet meeting mentioned middle mischief mixture naughtiness neighbors of of of on on one other over overgrown paradise pasture pasture pasture play pleasant quarrel resulted separated side southern stone story tells that that the the the the the the the the the the the the the the their their them this thru time to to tumbling two two unused very wall wall was well well-kept who wisdom with years	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	A L A Bkl	13:314 Ap '17	 A A Its Of a a a affairs and brother by child course example family friends good her in interest interesting is little manages mildly of of of precocioua sentimental southern story the there town twelve type who with	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	Bookm	45:313 My '17 250w	Boynton H Reviewed W by	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	Boston Transcript	p6 Je 13 '17 170w	'Little 'Rebecca Another Sunnybrook and belong farm' of of of stories the to type which women'	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	Dial	62:246 Mr 22 '17 180w		1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	Ind	90:84 Ap 7 '17 140w	A about and beings decent directness good human lovable simplicity story told with	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	Nation	104:404 Ap 5 '17 40w	Boyn- But H W We and and are are book characterization close color feeling in melodrama pretty sincere the there to ton true village	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	\- N Y Call	p!3 Ap 22 '17 120w	'old C It South' The W a after ail all at been book but have is is is it novel of over should simple: telling the the type weak why wonder written you	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	N Y Times	22:99 Mr 18 '17 350w		1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
BILBRO, MATHILDE.	Middle pasture.	48	1.25	11 (1^4O Small 17-26262	Sprlngf'd Republican	p!9 My 20 '17 220w	Is The and atmosphere delightful fresh of story the	1530	3.88254948935	0	8	11	bilbro + m + middle pasture	1.9257075672174309
