bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Book Week plS Mr	31 '46 310w	A a against Allies an an an and and and and are aristocratic Armies attractive aware becomes billeted by by Carruthers conflicting confronted daughter-in-law embittered English falls family French Frenchwoman German home In in in inevitably is Is love loyalties New Occupation of of of of officer officers Olive one plot Reviewed She she the the the the underground when whose widowed with Yorker young	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Booklist	42:247 Ap 1 '46		3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Cath World	163:380 Jl '46 200w	and author's best by inconclusive is its means no of one remains story The	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Christian Science Monitor	p!4 My 15 '46 600w		3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Commonweal	43:627 Ap 5 '46 370w	a and any army atmosphere bit blameless Broderlck but clean contemporary end Europe find generally Germany have her in is Jameson's John might Miss notion occupying of of People prose since spent the thin this time unexciting war who	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Klrkus	14:6 Ja '46 200w	a and as below comes conflicts crippled cut emotional englishman face.' fall first Frenchman has herself In life; love Nazi never never of plot sacrificed seem Somehow story sur- the the the the the the them then to to to warn warped who widow with young younger	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Library J	71:344 Mr 1 '46 120w	and appeal E In powerful recommended S Sherman Well written	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Manchester Guardian	p3 Mr 22 '46 lOOw	Brighouse by Harold Reviewed	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	NY Times	p34 Mr 24 '46 460w	'The a a absorbing are Balakian be before characters come contemporary contrast could credible develop Down,' European feels fiction for fully Germans has her her in in In in inherent Intellectually Is Is is it Its Jameson Jameson kind know largeness Leydes Like met Miss Miss monsters Moon much much nations Nona not not novel of of of of of on only Perhaps personal presents rarely relies separate she situation Smoothly so Steinbeck still study tension terms that the the the the them There they Though three through time to to too tragedies understand understanding von we with with writing written	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	New Yorker	22:97 Mr 23 '46 120w	a a all also and author base be but deeper detail disappointing exploration given has Here if in Ingredients Is is is it it It made needs novelette obviously of one real richer seem situation than the the this to to tragedy which wider with	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Sat R of Lit	29:13 Ap 20 '46 760w	  a action analytical and and and and and are are as audience beings blood book but But cerebral charac- could devoted drains emotion exciting flesh for for gripping has her highly human involved is is it Jameson Jameson's Janieson less mental Miss Miss Miss much not of of of one people processes quality same so some special story style style subjective subjective swiftly-paced terization The the These they this very warmth which wish won	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Time* [London] Lit Sup	p!37 Mr 23 '46 650w	'The 'The a a air an an and and and atmosphere both brief by carries closing contrivance done drama earlier economy force Fort.' however impressive in in Indeed inner Is Is Jameson Miss more novel obtrudes of of of of Other pages piece recalls remarkable save short Side' slackens story successful tension tension The the the theme This where with work	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
JAMESON, STORM (MRS QUY CHAPMAN).	The other side.	420	7.0	134p Cd) Macmlllan	Weekly Book Review	p4 Mr 24 '46 800w	a and and any at character chronicle Commager conclusion diagnostician English Europe Europe fitting French fully German H has herself is Jameson's long made Miss More moving of of of of other S she sickness study tender than the the This to unhappy war writer	3.6	3.54370629371	0	5	13	jameson + s + other side	1.0112536378179315
MOORE, RUTH.	Spoonhandle.	585	2.75	377p Morrow	Booklist	42:348 Jl 1 '46	a a Agnes and and and and anything are are background better central characters do fished fishing for for for for four grabbing greed his Hod In in Is Island Life Little lived living Maine money money; of on Pete sister small Spoon Stilwells stood story than the The the their them: There things this village who who Willie would	4.0	3.5904356060600002	1	2	12	moore + r + spoonhandle	1.83006993091745
