bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
BOYD, MRS EUNICE (MAYS).	Doom In the midnight sun.	83	44.0	274p Farrar 44.3388 Detective story. Klrkut 12:50 F 1 80w		-1 NY Times p!6 Ap 30 '44 120w	a A but comes drawn enough explanation final good has I Is it it long out particularly plot story The the to too when	4.0	3.86663401894	0	2	3	boyd + em + doom in the midnight sun	1.9694903755032667
BOYD, MRS EUNICE (MAYS).	Doom In the midnight sun.	83	44.0	274p Farrar 44.3388 Detective story. Klrkut 12:50 F 1 80w	ySate'R of Lit	27:78 Ap 15 '44 40w		4.0	3.86663401894	0	2	3	boyd + em + doom in the midnight sun	1.9694903755032667
BOYD, MRS EUNICE (MAYS).	Doom In the midnight sun.	83	44.0	274p Farrar 44.3388 Detective story. Klrkut 12:50 F 1 80w	Weekly Book Review	p!8 Ap 16 '44 130w	a Alaska as Cuppy Good including mosquitoes the to trip Will	4.0	3.86663401894	0	2	3	boyd + em + doom in the midnight sun	1.9694903755032667
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	Booklist	40:306 My 1 '44	Detective story	4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	Boston Globe	pl7 Ap 12 '44 SOw	Best of the week	4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	Kirkus	12:31 Ja 16 '44 60w		4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	N Y Time* plO Ap	2 '44 140w	all and and Anderson every exciting happens Is Isaac It minute of Something terrifying	4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	New Yorker	20:99 Mr 26 '44 70w	all aren't by death done getting hardened If In Is Just of people plight scared story that's the the this to very well which you you're young	4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	Sat R of Lit	27:26 Mr 18 '44 SOw	Good grade	4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	Sprlngf'd Republican	p7e Mr 26 '44		4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	Weekly Book Review	p!5 Mr 19 '44 SOw	by Cuppy llOw Reviewed Will	4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
ABBEY, KIERAN, pseud.	Beyond the dark.	1945	2.0	236p Scrlbner	WIs Lib Bui	40:109 Jl '44		4.0	3.7777233648900004	1	4	9	abbey + k + beyond the dark	1.7545283116454409
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	summary	summary	action agent and British counter-spies directing England first France in in intelligence Peter place Quayle Spies takes the then which with	3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	Book Week	p!3 O 29 '44 200w	a a all another are Bullock can Carpers certainly circumstances do Elizabeth episode feel for gone good; has heads him himself In is Is Is Is It it It It—because latest little man may miss much of one own people realize so spell success take tell that that the the their their these they thing thing this to to to to too under Under want won't you you you	3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	Boston Globe	p!5 O 25 '44 60w	Best of the week	3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	N Y Time*	p20 O 22 '44 120w	and Anderson be both by come-uppance due enabling enemy enjoy enough full get hard-boiled hop in is Isaac It Jump law method must of of of one picture pleasure process reader see seeing sides skip something spies story take The the the the the their thus to To to to told without	3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	New Yorker	20:100 O 21 '44 90w		3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	Sat R of Lit	27:46 O 14 '44 50w	thrill-seekers Tops—for	3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
CHEYNEY, PETER.	Dark street.	136	2.0	222p Dodd	Times [London] Lit Sup	p633 D 30 '44 180w	"'""Should 'Mr account activities and and anyone are by Cheyney's confidently convincing disarming disclosures feelings gratitude himself in Its lack misguided Mr news of of person proper Quayle's' read respect Secret service should style that the the the to towards uncommonly warranted which yield"	3.75	3.6749510283999998	2	4	8	cheyney + p + dark street	1.83006993091745
