bookauthor	booktitle	brdpage	price	publisher	publication	citation	quote	avgsentiment	avgsentwmissing	bookindex	numreviewswithsent	numreviewsofbk	authtitlefromindex	matchcloseness
SELF, MRS MARGARET CABELL.	Come away!	754	2.5	209p Barnes. A.S. Horses—Legends and stories 48-6374	summary	summary	a a a a accidental at but by by Colin death defect fancy filly's fllly Handicapped help him him his Into is It Kirkus leprechaun leprechaun love Nicky of of only private quickly reality restores retreated returns school shared speech Sylvia the the to to tormented was which with world	4.0	3.7376879212	0	2	4	self + mc + come away	1.6557924782386462
SELF, MRS MARGARET CABELL.	Come away!	754	2.5	209p Barnes. A.S. Horses—Legends and stories 48-6374	Booklist	44:337 Je 1 '48	a Acceptable as boy's development from giving his horse more not of of of point portrayal story; suffers the the view	4.0	3.7376879212	0	2	4	self + mc + come away	1.6557924782386462
SELF, MRS MARGARET CABELL.	Come away!	754	2.5	209p Barnes. A.S. Horses—Legends and stories 48-6374	Kirkus	16:178 Ap 1 '48 lOOw	competition engaging Flicka gently In Is not stories the this Though with	4.0	3.7376879212	0	2	4	self + mc + come away	1.6557924782386462
SELF, MRS MARGARET CABELL.	Come away!	754	2.5	209p Barnes. A.S. Horses—Legends and stories 48-6374	Sprlngf'd Republican plOB My	30 '48	A H N novel psychological S sensitively told	4.0	3.7376879212	0	2	4	self + mc + come away	1.6557924782386462
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Nightmara.	1949	2.0	238p McKay	N Y Times	p25 Ap 4 '48 150w	Anderson by Isaac Mystery Reviewed story	4.0	3.6502505616	1	1	3	aarons + es + nightmare	1.2996050043669294
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Nightmara.	1949	2.0	238p McKay	San Francisco Chronicle	p!6 Ap 4 '48	B by D Doyle Reviewed	4.0	3.6502505616	1	1	3	aarons + es + nightmare	1.2996050043669294
AARONS, EDWARD SIDNEY (EDWARD RONNS, pseud).	Nightmara.	1949	2.0	238p McKay	Sat R Of Lit	31:52 Ap 17 '48 50w	Commendable lOOw	4.0	3.6502505616	1	1	3	aarons + es + nightmare	1.2996050043669294
ABBOTT, JANE LUDLOW (DRAKE) (MRS FRANK ABBOTT).	Outsiders.	1949	2.5	246p Lippincott	Booklist	45:194 F 1 '49	a aided among by community conservative fight for granddaughter grown had Hampshire Her inhabitants is late mill mills New of of other outside outsiders over owner recognition story takes The The the the the the the town town's town's town's up valley who		3.47537584241	2	0	2	abbott + jld + outsiders	1.5827428100810583
ABBOTT, JANE LUDLOW (DRAKE) (MRS FRANK ABBOTT).	Outsiders.	1949	2.5	246p Lippincott	Wis Lib Bui	44:149 S '48	'48 + 8 Ag and Bk Compact folksy Herald N novel pll quite R SOW successful Tribune Wkly Y		3.47537584241	2	0	2	abbott + jld + outsiders	1.5827428100810583
COOPER, JOHN COBB (JOHN COBB, pseud).	The gesture.	172	2.75	245p Harper	Booklist	44:382 JI 15 '48	a a a Air and At be bomber boys but by C.O causes chooses conflict conscientious Corps enforce England equality eventually First former his Ill-will In in In Include Inflexible J Library narrator near-riot novel of officer one own racial standards—which station the the the this to to trying	4.0	3.6065318818	3	2	8	cooper + jc + gesture	0.9280936603492912
