docid	tm_author	tm_title	tm_year	review_year	rownum	review_title	prize_author	bestseller_year	is_bestseller	obscure	firstpub	birthyear	us_national	lowest_date	standard_auth	review_wordcount	review_sentiment
mdp.39015011340158	attaway, william	let me breathe thun	1939.0	1939.0	2125.0	let me breathe thunder.	False		False	False	1939		True	1939	attaway, william	2240.0	3.60558850854
mdp.39015063542685	austin, anne	black pigeon	1929.0	1929.0	2592.0	black pigeon.	False		False	False	1929	1895.0	True	1929	austin, anne	940.0	3.75547850208
nyp.33433074943519	austin, f. britten (frederick britten)	on the borderland	1923.0	1923.0	1695.0	on the borderland.	False		False	False	1923	1885.0	False	1923	austin, f. britten (	1350.0	3.77070871851
wu.89087924775	austin, f. britten (frederick britten)	war god walks again	1926.0	1926.0	2396.0	war god walks again.	False		False	False	1926	1885.0	False	1926	austin, f. britten (	2390.0	3.38084874864
wu.89088254511	austin, f. britten (frederick britten)	when mankind was young	1927.0	1927.0	1960.0	when mankind was young.	False		False	False	1927	1885.0	False	1927	austin, f. britten (	1610.0	3.31155963303
uc1.$b389377	aymé, marcel	transient hour;	1948.0	1948.0	1633.0	the transient hour; tr.	False		False	False	1948	1902.0	False	1948	aymé, marcel	3350.0	3.62526845886
mdp.39015063945003	miln, louise (jordan), mrs	peng wee's harvest	1933.0	1933.0	3782.0	peng wee's harvest.	False		False	False	1933	1864.0	True	1933	miln, louise (jordan	2200.0	3.1535611362700005
mdp.39015030760766	millin, sarah gertrude liebson	king of the bastards	1949.0	1949.0	3445.0	king of the bastards.	False		False	False	1949	1889.0	False	1949	millin, sarah gertru	2800.0	3.04998266211
mdp.39015035068504	miln, louise (jordan), mrs	vintage of yon yee	1931.0	1931.0	528.0	vintage of yon yee.	False		False	False	1931	1864.0	True	1931	miln, louise (jordan	1820.0	3.34496610595
uc2.ark+=13960=t46q1tq8k	waller, mary e. (mary ella)	out of the silences	1918.0	1918.0	828.0	out of the silences.	False		False	False	1918	1855.0	False	1918	waller, mary e. (mar	2150.0	2.8893258427
uc2.ark+=13960=t79s1mf1k	wood, michael	white island	1919.0	1919.0	103.0	white island.	False		False	False	1919		False	1919	wood, michael	860.0	3.20935297886
nyp.33433076072903	warner, william henry	bridge of time	1919.0	1919.0	1449.0	bridge of time.	False		False	False	1919		False	1919	warner, william henr	570.0	3.76169122357
uc2.ark+=13960=t9959n25c	watts, mary stanbery	from father 	1919.0	1919.0	1521.0	from father to son.	False		False	False	1919	1868.0	False	1919	watts, mary stanbery	4260.0	3.36716390592
uc2.ark+=13960=t01z42r6v	white, william patterson	lynch lawyers	1920.0	1920.0	2147.0	lynch lawyers.	False		False	False	1920	1884.0	False	1920	white, william patte	870.0	3.63489871087
njp.32101064754847	warren, maude radford (maude lavinia radford)	house of youth	1923.0	1923.0	3447.0	house of youth.	False		False	False	1923	1875.0	False	1923	warren, maude radfor	3310.0	3.42677179627
uc1.$b312829	williams, harper	thing in the woods	1924.0	1924.0	3021.0	thing in the woods.	False		False	False	1924		False	1924	williams, harper	610.0	3.33333333333
uc1.b4857879	warren, lella	foundation stone	1940.0	1940.0	4590.0	foundation stone.	False		False	False	1940	1899.0	False	1940	warren, lella	6490.0	3.82466032177
uc1.$b105936	whipple, maurine	giant joshua	1941.0	1941.0	4835.0	the giant joshua.	False		False	False	1941	1904.0	False	1941	whipple, maurine	1980.0	3.8723552459699992
mdp.39015063937034	oppenheim, e. phillips (edward phillips)	miss brown of x. y. o	1927.0	1927.0	3904.0	miss brown of x.	False		False	False	1927	1866.0	False	1927	oppenheim, e. philli	2150.0	3.3245412844
uc1.$b63880	warren, charles marquis	only the valiant	1943.0	1943.0	4512.0	only the valiant.	False		False	False	1943	1912.0	False	1943	warren, charles marq	2340.0	3.83648790747
uc1.$b60319	worthington, may	sally, army dietitian	1944.0	1944.0	2264.0	sally, army dietitian.	False		False	False	1944		False	1944	worthington, may	670.0	3.47992164545
mdp.39015063947405	oppenheim, e. phillips (edward phillips)	stolen idols	1925.0	1925.0	3657.0	stolen idols.	False		False	False	1925	1866.0	False	1925	oppenheim, e. philli	4920.0	3.42498137235
mdp.39015063924883	oppenheim, e. phillips (edward phillips)	seven conundrums	1923.0	1923.0	2232.0	seven conundrums.	False		False	False	1923	1866.0	False	1923	oppenheim, e. philli	2280.0	3.606929231730001
mdp.39015059406275	oliver, john rathbone	victim and victor	1928.0	1929.0	801.0	victim and victor.	False		False	False	1928	1872.0	False	1928	oliver, john rathbon	4040.0	3.71660887656
uc1.b3727158	ogilvie, elisabeth	my world is an island	1950.0	1950.0	3357.0	my world is an island; il.	False		False	False	1950	1917.0	True	1950	ogilvie, elisabeth	2810.0	3.76010404162
mdp.39015037819391	wilhelm, gale	never let me go	1945.0	1945.0	1735.0	never let me go.	False		False	False	1945	1908.0	False	1945	wilhelm, gale	2060.0	2.80082119616
mdp.39015030119849	west, don	broadside to the sun	1946.0	1946.0	1953.0	broadside to the sun; drawings by harold west.	False		False	False	1946	1906.0	False	1946	west, don	1340.0	3.70511363636
nyp.33433074795067	wonderly, w. carey (william carey)	world to live in	1918.0	1919.0	318.0	world to live in.	False		False	False	1918	1885.0	False	1918	wonderly, w. carey (	450.0	3.52338244715
mdp.39015031307641	webster, henry kitchell	thoroughbred	1917.0	1917.0	1692.0	thoroughbred.	False		False	False	1917	1875.0	False	1917	webster, henry kitch	3220.0	3.36415472338
mdp.39015063072741	malraux, andré	days of wrath	1936.0	1936.0	595.0	days of wrath [le temps du mepris] tr.	False		False	False	1936	1901.0	False	1936	malraux, andré	14290.0	3.66322300597
uc1.$b63986	woods, william howard	street of seven monks	1948.0	1948.0	1040.0	street of seven monks.	False		False	False	1948	1916.0	False	1948	woods, william howar	3140.0	3.59743102356
uc1.$b63989	worthington, marjorie muir	enchanted heart	1949.0	1949.0	4313.0	the enchanted heart.	False		False	False	1949	1900.0	False	1949	worthington, marjori	870.0	3.48328131966
mdp.39015032640032	wren, percival christopher	action and passion	1933.0	1933.0	3982.0	action and passion.	False		False	False	1933	1885.0	False	1933	wren, percival chris	1390.0	3.11123919308
mdp.39015050982712	wren, percival christopher	cortenay treasure	1936.0	1936.0	4509.0	the cortenay treasure [eng title: bubble reputation].	False		False	False	1936	1885.0	False	1936	wren, percival chris	1770.0	3.5501030927800006
mdp.39015063936895	oppenheim, e. phillips (edward phillips)	gallows of chance	1934.0	1934.0	4640.0	gallows of chance.	False		False	False	1934	1866.0	False	1934	oppenheim, e. philli	2750.0	3.59407196069
uc1.$b63994	wren, percival christopher	uniform of glory	1941.0	1941.0	1716.0	the uniform of glory.	False		False	False	1941	1885.0	False	1941	wren, percival chris	650.0	3.84044405747
mdp.39015035917312	oppenheim, e. phillips (edward phillips)	sinners beware	1931.0	1932.0	4668.0	sinners beware.	False		False	False	1931	1866.0	False	1931	oppenheim, e. philli	480.0	3.50693663292
mdp.39015033609325	wright, harold bell	god and the grocer	1926.0	1927.0	2537.0	god and the groceryman.	False		False	False	1926	1872.0	True	1926	wright, harold bell	4850.0	2.520558799
uc1.$b243727	wright, harold bell	ma cinderella	1932.0	1932.0	2383.0	ma cinderella.	False		False	False	1932	1872.0	True	1932	wright, harold bell	1760.0	3.57737425679
pst.000029700073	wright, richard	uncle tom's children	1936.0	1938.0	299.0	uncle tom's children; four novellas.	False		False	False	1936	1908.0	True	1936	wright, richard	4380.0	3.75762910798
mdp.39015028702002	wylie, i. a. r. (ida alexa ross)	silver virgin	1929.0	1929.0	153.0	silver virgin.	False		False	False	1929	1885.0	False	1929	wylie, i. a. r. (ida	3000.0	3.4628987517300005
mdp.39015000595556	oppenheim, e. phillips (edward phillips)	up the ladder of gold	1931.0	1931.0	5247.0	up the ladder of gold.	False		False	False	1931	1866.0	False	1931	oppenheim, e. philli	3230.0	3.5010251903900005
mdp.39015073495726	wylie, i. a. r. (ida alexa ross)	furious young man	1936.0	1936.0	5502.0	furious young man.	False		False	False	1936	1885.0	False	1936	wylie, i. a. r. (ida	3180.0	3.3438144329900004
uc1.b4082864	wylie, philip	big ones get away!	1940.0	1940.0	2511.0	the big ones get away!	False		False	False	1940	1902.0	True	1940	wylie, philip	2570.0	3.81071284736
uc1.b3727929	wylie, philip	night unto night	1944.0	1944.0	2517.0	night unto night.	False		False	False	1944	1902.0	True	1944	wylie, philip	5600.0	3.28882359343
mdp.39015063937018	oppenheim, e. phillips (edward phillips)	million pound deposit	1930.0	1930.0	6333.0	million pound deposit.	False		False	False	1930	1866.0	False	1930	oppenheim, e. philli	1130.0	3.41786829196
mdp.39015019178709	wynd, oswald	black fountains	1947.0	1947.0	4553.0	black fountains.	False		False	False	1947	1913.0	False	1947	wynd, oswald	7660.0	3.11296983759
uc1.32106007072272	winsloe, christa	child manuela	1975.0	1933.0	3233.0	the child manuela: tr.	False		False	False	1975		False	1933	winsloe, christa	2940.0	3.78839028407
uc1.$b243583	ogden, george w. (george washington)	west of dodg	1926.0	1926.0	3924.0	west of dodge.	False		False	False	1926	1871.0	False	1926	ogden, george w. (ge	2060.0	3.4880304679000003
mdp.39015063947017	oemler, marie (conway), mrs	flower of thorn	1931.0	1931.0	3404.0	flower of thorn.	False		False	False	1931	1879.0	True	1931	oemler, marie (conwa	900.0	3.40246045694
uc1.$b787419	o'flaherty, liam	return of the brute	1927.0	1930.0	5691.0	return of the brute.	False		False	False	1927	1896.0	False	1927	o'flaherty, liam	2750.0	2.74962948948
uc1.$b57008	mackail, denis george	square circ	1930.0	1931.0	1039.0	square circle.	False		False	False	1930	1892.0	False	1930	mackail, denis georg	7510.0	3.60138400703
uc1.$b105759	macken, walter	quench the moon	1948.0	1948.0	2326.0	quench the moon.	False		False	False	1948	1915.0	False	1948	macken, walter	1890.0	3.5471099015
mdp.39015018986805	o'brien, kate	land of spices	1941.0	1941.0	515.0	the land of spices.	False		False	False	1941	1897.0	False	1941	o'brien, kate	6040.0	3.82488865075
inu.30000011877366	o'brien, kate	without my cloak	1931.0	1931.0	3244.0	without my cloak.	False		False	False	1931	1897.0	False	1931	o'brien, kate	4170.0	3.73374340949
uc1.$b243850	mackenzie, compton, sir	seven ages of woman	1923.0	1923.0	865.0	seven ages of woman.	False		False	False	1923	1883.0	False	1923	mackenzie, compton, 	6920.0	2.6536160957
mdp.39015010916362	mackenzie, compton, sir	parson's progress	1923.0	1924.0	393.0	parson's progress	False		False	False	1923	1883.0	False	1923	mackenzie, compton, 	3760.0	2.8
mdp.39015008515531	mackenzie, compton, sir	heavenly ladder	1924.0	1924.0	2508.0	heavenly ladder	False		False	False	1924	1883.0	False	1924	mackenzie, compton, 	5020.0	3.38888888889
mdp.39015030704343	mackenzie, compton, sir	rogues and vagabonds	1927.0	1927.0	3381.0	rogues and vagabonds.	False		False	False	1927	1883.0	False	1927	mackenzie, compton, 	3580.0	2.9262996941900004
mdp.39015013248664	mackenzie, compton, sir	extremes meet	1928.0	1928.0	4583.0	extremes meet.	False		False	False	1928	1883.0	False	1928	mackenzie, compton, 	2600.0	3.63956466069
mdp.39015048901014	mackenzie, compton, sir	three couriers	1929.0	1929.0	5182.0	three couriers.	False		False	False	1929	1883.0	False	1929	mackenzie, compton, 	3480.0	3.49529010633
uc1.$b301160	lobaugh, elma k	devil is loneliness	1946.0	1946.0	5711.0	the devil is loneliness.	False		False	False	1946	1907.0	False	1946	lobaugh, elma k	2480.0	3.43587662338
mdp.39015010220070	mackenzie, compton, sir	water on the brain	1933.0	1933.0	1104.0	water on the brain.	False		False	False	1933	1883.0	False	1933	mackenzie, compton, 	1470.0	3.71123919308
uc1.$b783468	mackenzie, compton, sir	darkening green	1934.0	1934.0	2271.0	darkening green.	False		False	False	1934	1883.0	False	1934	mackenzie, compton, 	1920.0	3.73466476462
uc1.$b105754	mackenzie, compton, sir	north wind of love	1945.0	1945.0	4175.0	north wind of love.	False		False	False	1945	1883.0	False	1945	mackenzie, compton, 	4630.0	3.48477042661
nyp.33433076025018	maher, richard aumerle	shepherd o	1916.0	1916.0	1698.0	shepherd of the north.	False		False	False	1916	1880.0	True	1916	maher, richard aumer	2760.0	3.4889135255
uc1.$b301137	lewis, lange	birthday murder	1945.0	1945.0	1273.0	birthday murder.	False		False	False	1945	1915.0	False	1945	lewis, lange	480.0	3.72114967462
uc1.$b244756	macaulay, rose, dame	world my wilderness	1950.0	1950.0	1216.0	world my wilderness.	False		False	False	1950	1881.0	False	1950	macaulay, rose, dame	6670.0	3.66761704682
uc1.$b106283	o'brien, kate	for one sweet grape	1946.0	1946.0	2277.0	for one sweet grape [eng title: that lady].	False		False	False	1946	1897.0	False	1946	o'brien, kate	5850.0	3.6709280303
uc1.$b741779	o'connor, frank	guest	1931.0	1931.0	3272.0	guests of the nation.	False		False	False	1931	1903.0	False	1931	o'connor, frank	2600.0	3.725615114240001
uc1.$b244149	macdonald, philip	rynox murder mystery	1931.0	1931.0	726.0	rynox murder mystery (eng title: rynox, an exercise in crime).	False		False	False	1931	1900.0	False	1931	macdonald, philip	560.0	3.70123022847
mdp.39015048881778	macgill, patrick	moleskin joe	1923.0	1924.0	1919.0	moleskin joe.	False		False	False	1923	1890.0	False	1923	macgill, patrick	2370.0	2.88888888889
mdp.39015035822363	macgrath, harold	wolves of chaos	1929.0	1929.0	4907.0	wolves of chaos.	False		False	False	1929	1871.0	True	1929	macgrath, harold	1160.0	3.51095700416
mdp.39015063938107	macgrath, harold	blue rajah murder	1930.0	1930.0	2734.0	blue rajah murder.	False		False	False	1930	1871.0	True	1930	macgrath, harold	1250.0	3.77361544687
mdp.39015008837695	maclennan, hugh	barometer 	1941.0	1941.0	814.0	barometer rising.	False		False	False	1941	1907.0	False	1941	maclennan, hugh	2400.0	3.62311088998
mdp.39015064833190	maclennan, hugh	two solitu	1945.0	1945.0	4401.0	two solitudes.	False		False	False	1945	1907.0	False	1945	maclennan, hugh	7790.0	3.51866147761
uc1.b3209749	o'connor, frank	crab 	1944.0	1944.0	344.0	crab apple jelly; stories and tales.	False		False	False	1944	1903.0	False	1944	o'connor, frank	5700.0	3.81328762651
uc1.$b244758	macaulay, rose, dame	told by an idiot	1923.0	1924.0	1267.0	told by an idiot.	False		False	False	1923	1881.0	False	1923	macaulay, rose, dame	11860.0	3.59649122807
uc1.$b362251	o'casey, sean	pictures in the hallway	1942.0	1942.0	1768.0	pictures in the hallway.	False		False	False	1942	1880.0	False	1942	o'casey, sean	6550.0	3.70948260321
mdp.39015031241618	macaulay, rose, dame	orphan island	1924.0	1925.0	2319.0	orphan island.	False		False	False	1924	1881.0	False	1924	macaulay, rose, dame	18110.0	3.3588649378099995
uc1.$b244746	macaulay, rose, dame	staying with relatio	1930.0	1930.0	1937.0	staying with relations.	False		False	False	1930	1881.0	False	1930	macaulay, rose, dame	5290.0	3.42054407611
mdp.39015005156933	macaulay, rose, dame	shadow flies	1932.0	1932.0	2873.0	the shadow flies (eng title: they were defeated).	False		False	False	1932	1881.0	False	1932	macaulay, rose, dame	7980.0	3.7361079865
uc1.b3929725	o'casey, sean	inishfallen, fare thee well.	1949.0	1949.0	1744.0	inlshfallen, fare thee well.	False		False	False	1949	1880.0	False	1949	o'casey, sean	9650.0	3.43829692376
mdp.39015012193598	o'casey, sean	drums under the windows	1945.0	1946.0	2320.0	drums under the windows.	False		False	False	1945	1880.0	False	1945	o'casey, sean	12880.0	3.36241883117
uc1.$b105330	macaulay, rose, dame	going abroad	1934.0	1934.0	1468.0	going abroad.	False		False	False	1934	1881.0	False	1934	macaulay, rose, dame	5920.0	3.4112805881700003
mdp.39015005095529	macaulay, rose, dame	and no man's wit	1940.0	1940.0	1902.0	and no man's wit.	False		False	False	1940	1881.0	False	1940	macaulay, rose, dame	6490.0	3.65977880356
wu.89070951728	woods, william howard	edge of darkness	1942.0	1942.0	1956.0	edge of darkness.	False		False	False	1942	1916.0	False	1942	woods, william howar	4400.0	3.71559916557
uc1.$b103261	wolff, maritta	whistle stop	1941.0	1941.0	1286.0	whistle stop.	False		False	False	1941	1918.0	False	1941	wolff, maritta	4140.0	3.60853286896
mdp.39015063936812	oppenheim, e. phillips (edward phillips)	man without nerves	1934.0	1934.0	2863.0	man without nerves (enjj title: bank manager).	False		False	False	1934	1866.0	False	1934	oppenheim, e. philli	2160.0	3.7051830718
nyp.33433074969050	oppenheim, e. phillips (edward phillips)	kingdom of the blind	1916.0	1916.0	2453.0	kingdom of the blind, il	False		False	False	1916	1866.0	False	1916	oppenheim, e. philli	2180.0	3.5296563192900003
nyp.33433076056310	ogden, harriet v. c. (harriet verona cadwalader)	then came molly	1922.0	1922.0	1077.0	then came molly.	False		False	False	1922		False	1922	ogden, harriet v. c.	1090.0	3.5152777777800006
uc1.$b63965	wilkins, vaughan (william vaughan)	being met together	1944.0	1944.0	141.0	being met together.	False		False	False	1944	1894.0	False	1944	wilkins, vaughan (wi	3910.0	3.6427871834300007
nyp.33433074969035	oppenheim, e. phillips (edward phillips)	jacob's ladder	1921.0	1921.0	130.0	jacob's ladder, il *?2 <3c) little 21-4320	False		False	False	1921	1866.0	False	1921	oppenheim, e. philli	2440.0	3.72530040053
pst.000005711185	williams, ben ames	pirate's p	1931.0	1931.0	1470.0	pirate's purchase.	False		False	False	1931	1889.0	True	1931	williams, ben ames	540.0	3.80082015231
uc1.$b105981	williams, ben ames	thread of 	1939.0	1939.0	4391.0	thread of scarlet.	False		False	False	1939	1889.0	True	1939	williams, ben ames	3300.0	3.63586793397
uc1.b3295269	williams, ben ames	strange wo	1941.0	1941.0	505.0	the strange woman.	False		False	False	1941	1889.0	True	1941	williams, ben ames	4110.0	3.80853286896
mdp.39015066681407	williams, charles	place of t	1931.0	1932.0	768.0	place of the lion.	False		False	False	1931	1886.0	True	1931	williams, charles	3610.0	3.50554930634
uc2.ark+=13960=t4gm83h3w	oyen, henry	twisted trails	1921.0	1921.0	385.0	twisted trails.	False		False	False	1921	1883.0	False	1921	oyen, henry	1590.0	3.60080106809
uc1.b4953196	williams, charles	all hallow	1944.0	1948.0	714.0	all hallows' eve; introd, by t.	False		False	False	1944	1886.0	True	1944	williams, charles	5180.0	3.685225505440001
osu.32435000824573	williams, valentine	mystery of the gold	1932.0	1932.0	925.0	mystery of the gold box.	False		False	False	1932	1883.0	False	1932	williams, valentine	440.0	3.75346831646
mdp.39076005052803	williamson, henry	dandelion days	1930.0	1930.0	4205.0	dandelion days.	False		False	False	1930	1902.0	False	1930	williamson, henry	7510.0	3.36053453092
nyp.33433081959029	olmstead, florence	father bernard's parish	1916.0	1916.0	2377.0	father bernard's parish.	False		False	False	1916		False	1916	olmstead, florence	2530.0	3.95103473762
uc1.b3888656	williamson, henry	salar the salmon	1935.0	1936.0	3091.0	salar the salmon.	False		False	False	1935	1902.0	False	1935	williamson, henry	6370.0	3.68670790378
uc1.b3295268	wilkins, vaughan (william vaughan)	seven tempest	1942.0	1942.0	1257.0	seven tempest.	False		False	False	1942	1894.0	False	1942	wilkins, vaughan (wi	4290.0	3.82851437367
mdp.39015037841445	wilhelm, gale	bring home the b	1940.0	1940.0	510.0	bring home the bride.	False		False	False	1940	1908.0	True	1940	wilhelm, gale	1440.0	3.89904685193
uc1.$b267544	wilhelm, gale	no letters for t	1936.0	1936.0	2744.0	no letters for the dead.	False		False	False	1936	1908.0	True	1936	wilhelm, gale	3270.0	3.27505154639
uc1.$b117260	wickenden, dan	walk like a	1940.0	1940.0	1269.0	walk like a mortal.	False		False	False	1940	1913.0	False	1940	wickenden, dan	4460.0	3.7182843334699993
mdp.39015031914040	white, william lindsay	journey for margaret	1941.0	1941.0	106.0	journey for margaret.	False		False	False	1941	1900.0	False	1941	white, william linds	3310.0	3.8723552459699992
mdp.39015020856137	white, william lindsay	they were expendable	1942.0	1942.0	1076.0	they were expendable.	False		False	False	1942	1900.0	False	1942	white, william linds	8780.0	3.8486268854
mdp.39015017690341	white, william lindsay	queens die proudly	1943.0	1943.0	1791.0	queens die proudly.	False		False	False	1943	1900.0	False	1943	white, william linds	9890.0	3.79345840943
mdp.39015016781372	whitfield, raoul	death in a bowl	1931.0	1931.0	820.0	death in a bowl.	False		False	False	1931		True	1931	whitfield, raoul	630.0	3.80082015231
mdp.39015030858081	whitlock, brand	transplanted	1927.0	1927.0	3847.0	transplanted.	False		False	False	1927	1869.0	True	1927	whitlock, brand	5990.0	3.50033639144
uc1.b4091263	offord, lenore glen	skeleton key	1943.0	1943.0	3113.0	skeleton key.	False		False	False	1943	1905.0	False	1943	offord, lenore glen	1000.0	3.80378548896
mdp.39015030858073	whitlock, brand	stranger on the island	1933.0	1933.0	2091.0	stranger on the island.	False		False	False	1933	1869.0	True	1933	whitlock, brand	2540.0	3.51337999177
mdp.39015030051273	wiechert, ernst emil	forest of the dead	1947.0	1947.0	2707.0	forest of the dead; tr.	False		False	False	1947	1887.0	False	1947	wiechert, ernst emil	4450.0	3.65959010054
mdp.39015066062640	wilhelm, gale	we too are drift	1935.0	1935.0	1791.0	we too are drifting.	False		False	False	1935	1908.0	True	1935	wilhelm, gale	3340.0	3.5054371948500003
mdp.39015033366587	wiechert, ernst emil	girl and the ferryman	1947.0	1947.0	2772.0	girl and the ferryman [tr.	False		False	False	1947	1887.0	False	1947	wiechert, ernst emil	2970.0	3.61792343387
uc1.b3295265	wilder, robert	god has a long fac	1940.0	1940.0	439.0	god has a long face.	False		False	False	1940	1901.0	True	1940	wilder, robert	2790.0	3.87885622231
uc1.b4084561	wilder, robert	flamingo road	1942.0	1942.0	1208.0	flamingo road.	False		False	False	1942	1901.0	True	1942	wilder, robert	2550.0	3.917432846580001
mdp.39015008251194	wilder, thornton	the bridge of san luis rey	1927.0	1927.0	4039.0	bridge of san luis rey.	True	1928.0	True	False	1927	1897.0	True	1927	wilder, thornton	6550.0	3.79773918742
uc1.b4082899	wilder, thornton	heaven's my destination	1934.0	1935.0	1563.0	heaven's my destination.	True	1935.0	True	False	1934	1897.0	True	1934	wilder, thornton	12510.0	3.62105072025
uc1.$b245218	wiley, hugh	fo' meals a	1927.0	1927.0	4128.0	fo' meals a day.	False		False	False	1927	1884.0	True	1927	wiley, hugh	3130.0	3.59296636086
njp.32101066105121	odle, e. v	clockwork man	1923.0	1923.0	2670.0	clockwork man.	False		False	False	1923		False	1923	odle, e. v	1820.0	3.6624252311
mdp.39015043097362	willingham, calder	end as a man	1947.0	1947.0	3250.0	end as a man.	False		False	False	1947	1922.0	True	1947	willingham, calder	3190.0	3.30365429234
mdp.39015050981730	wilson, ethel	innocent trave	1949.0	1949.0	2597.0	innocent traveller.	False		False	False	1949	1888.0	False	1949	wilson, ethel	1440.0	3.49761161709
mdp.39015030041951	wolfert, ira	tucker's peo	1943.0	1943.0	3883.0	tucker's people.	False		False	False	1943	1908.0	False	1943	wolfert, ira	5950.0	3.53648790747
uc1.$b800567	wilson, guthrie	brave company	1950.0	1950.0	3038.0	brave company.	False		False	False	1950	1914.0	False	1950	wilson, guthrie	2920.0	3.32513005202
mdp.39015054089258	wodehouse, p. g., (pelham grenville)	nothing but wo	1932.0	1932.0	1602.0	nothing but wodehouse; ed.	False		False	False	1932	1881.0	False	1932	wodehouse, p. g., (p	3040.0	3.64781188066
mdp.39015047522977	wodehouse, p. g., (pelham grenville)	thank you, jee	1933.0	1934.0	5007.0	thank you, jeeves!	False		False	False	1933	1881.0	False	1933	wodehouse, p. g., (p	4000.0	3.74729977583
inu.32000007724323	wodehouse, p. g., (pelham grenville)	laughing gas	1936.0	1936.0	3910.0	laughing gas.	False		False	False	1936	1881.0	False	1936	wodehouse, p. g., (p	3400.0	3.4300618556700004
inu.32000002017020	wodehouse, p. g., (pelham grenville)	luck of the bo	1936.0	1936.0	3928.0	the luck of the bodkins.	False		False	False	1936	1881.0	False	1936	wodehouse, p. g., (p	4410.0	3.68082474227
mdp.39015063095809	wodehouse, p. g., (pelham grenville)	young men in s	1936.0	1936.0	3987.0	young men in spats.	False		False	False	1936	1881.0	False	1936	wodehouse, p. g., (p	4550.0	3.72920962199
mdp.39015001668964	wodehouse, p. g., (pelham grenville)	crime wave at 	1937.0	1937.0	5230.0	crime wave at blandings.	False		False	False	1937	1881.0	False	1937	wodehouse, p. g., (p	3090.0	3.80342651037
mdp.39015063947553	ostenso, martha	waters under	1930.0	1930.0	6610.0	waters under the earth.	False		False	False	1930	1900.0	True	1930	ostenso, martha	4340.0	3.47176937604
mdp.39015059406242	ostenso, martha	young may mo	1929.0	1929.0	1497.0	young may moon.	False		False	False	1929	1900.0	True	1929	ostenso, martha	4220.0	3.2591308368000003
uc1.32106002022280	wodehouse, p. g., (pelham grenville)	code of the wo	1938.0	1938.0	5424.0	the code of the woosters.	False		False	False	1938	1881.0	False	1938	wodehouse, p. g., (p	2690.0	3.87073552426
mdp.39015055469319	orwell, george	burmese days	1934.0	1934.0	3020.0	burmese days.	False		False	False	1934	1903.0	False	1934	orwell, george	3020.0	3.70807936714
inu.30000103167080	wodehouse, p. g., (pelham grenville)	quick service	1940.0	1940.0	1477.0	quick service.	False		False	False	1940	1881.0	False	1940	wodehouse, p. g., (p	4310.0	3.84857027789
uc1.32106006606922	wodehouse, p. g., (pelham grenville)	eggs, beans an	1940.0	1940.0	1457.0	eggs, beans and crumpets.	False		False	False	1940	1881.0	False	1940	wodehouse, p. g., (p	3020.0	3.83480393952
uc1.32106015840843	wodehouse, p. g., (pelham grenville)	joy in the mor	1946.0	1946.0	3824.0	joy in the morning; jl.	False		False	False	1946	1881.0	False	1946	wodehouse, p. g., (p	3210.0	3.14178719008
mdp.39015008825773	orczy, emmuska orczy, baroness	pimpernel and rosemary	1925.0	1925.0	3702.0	pimpernel and rosemary.	False		False	False	1925	1865.0	False	1925	orczy, emmuska orczy	2800.0	3.25383278015
mdp.39015030041837	wolfe, thomas	from death to morning	1935.0	1935.0	3110.0	from death to morning.	False		False	False	1935	1900.0	True	1935	wolfe, thomas	16580.0	3.36521970706
mdp.39015063936838	oppenheim, e. phillips (edward phillips)	colossus of arcadia	1938.0	1938.0	2584.0	the colossus of arcadia.	False		False	False	1938	1866.0	False	1938	oppenheim, e. philli	2060.0	3.87073552426
inu.39000008936895	wodehouse, p. g., (pelham grenville)	fish preferred	1929.0	1929.0	1637.0	fish preferred.	False		False	False	1929	1881.0	False	1929	wodehouse, p. g., (p	3700.0	3.72830944676
inu.30000116869805	wodehouse, p. g., (pelham grenville)	mostly sally	1923.0	1923.0	1928.0	mostly sally.	False		False	False	1923	1881.0	False	1923	wodehouse, p. g., (p	4940.0	3.79363784666
uc1.32106017180651	wodehouse, p. g., (pelham grenville)	leave it to ps	1923.0	1924.0	3770.0	leave it to psmith.	False		False	False	1923	1881.0	False	1923	wodehouse, p. g., (p	2520.0	3.55555555556
mdp.39015063975869	winslow, thyra (samter) mrs	picture frames	1923.0	1923.0	1708.0	picture frames.	False		False	False	1923	1893.0	False	1923	winslow, thyra (samt	9370.0	3.3658043968
mdp.39015063975323	wilson, harry leon	somewhere in red ga	1916.0	1916.0	76.0	somewhere in red gap.	False		False	False	1916	1867.0	True	1916	wilson, harry leon	1950.0	3.7941875198
mdp.39015063975331	wilson, harry leon	two black sheep	1931.0	1931.0	5006.0	two black sheep.	False		False	False	1931	1867.0	True	1931	wilson, harry leon	2550.0	3.12653778559
mdp.39015030775509	wilson, margaret	the able mclaughlins	1923.0	1923.0	1437.0	able mclaughlins.	True		False	False	1923	1882.0	False	1923	wilson, margaret	7430.0	3.49976994186
uc1.$b120489	wilson, sloan	voyage to somewhere	1946.0	1946.0	3572.0	voyage to somewhere.	False		False	False	1946	1920.0	True	1946	wilson, sloan	7680.0	3.73674242424
uc1.$b63977	wilson, william edward	yesterday's son	1941.0	1941.0	973.0	yesterday's son.	False		False	False	1941	1906.0	False	1941	wilson, william edwa	1850.0	3.920222028730001
